id	extent	pages	description	type	rights	identifier	format	date	coverage	publisher	language	contributor	title	creator
47247703X	1 online resource (xvi, 562 pages )	1	"Title from publisher's bibliographic system (viewed on 09 Nov 2015).␟Includes bibliographical references and index␟Introduction / Michel Janssen and Christoph Lehner -- Einstein's Copernican Revolution / Jèurgen Renn and Robert Rynasiewicz -- Einstein's special theory of relativity and the problems in the electrodynamics of moving bodies that led him to it / John D. Norton -- Einstein on statistical physics: fluctuations and atomism / A.J. Kox -- The quantum enigma / Olivier Darrigol -- The experimental challenge of light quanta / Roger H. Stuewer -- ""No success like failure..."": Einstein's quest for general relativity, 1907-1920 / Michel Janssen -- Einstein's role in the creation of Relativistic Cosmology / Christopher Smeenk -- Einstein, gravitational waves, and the theoretician's regress / Daniel J. Kennefick -- Einstein's unified field theory program / Tilman Sauer -- Einstein's realism and his critique of quantum mechanics / Christoph Lehner -- Einstein and the development of twentieth-century philosophy of science / Don Howard -- ""A believing rationalist"": Einstein and ""the truly valuable"" in Kant / Thomas Ryckman -- Space, time, and geometry / Michael Friedman -- Einstein's politics / Robert Schulmann -- Appendix: Special relativity / Michel Janssen"	Biography␟Online-Ressource␟Aufsatzsammlung␟History	Lizenzbedingungen können den Zugang einschränken. License restrictions may limit access	1-139-02452-3	Language material	2014			eng	Janssen, Michel (1960-) [editor.]␟Lehner, Christoph (1962-) [editor.]	The Cambridge companion to Einstein -	
404787185	VIII, 236 S	236	Register␟Literaturverz␟Albert Einstein, world-renowned as a physicist, was also publicly committed to radical political views. Despite the vast literature on Einstein, this is the first comprehensive study of his politics, covering his opinions and campaigns on pacifism, Zionism, control of nuclear weapons, world government, freedom, and racial equality	Biography␟History␟Quotations		978-0-19-878549-1	Language material	2016		Oxford : Oxford University Press	eng		Einstein and twentieth-century politics - a salutary moral influence	Crockatt, Richard
259922536	192 S., Portr	192	andere Ausgabe: Im Schatten Albert Einsteins	Biografie		3-258-03499-0	Language material	1985			ger		Im Schatten Albert Einsteins - das tragische Leben der Mileva Einstein-Marić	Trbuhović, Desanka
281422559	206 S	206	Register␟Includes bibliographical references and index			0-8135-3617-0	Language material	2005	USA␟USA		eng	Taylor, Rodger	Einstein on race and racism -	Jerome, Fred
163003599	79 p	79					Language material	1929		Paris : Albert Blanchard	fre	Prunier, F.	Newton, Maupertuis et Einstein - réflexions à propos de la relativité	
163978794	189 S	189	Privatdruck für die Freunde der Druckerei, der Buchhandlungen und des Verlages Paul Haupt AG, Bern.␟Aus dem Besitz von Günter Lott. Mit Autograph des Verlegers Men Haupt	Biographie			Language material	1982		Bern : Paul Haupt	ger	Zimmermann, Werner G. (1925-2014)␟Haupt, Men (1955-)␟Lott, Günter (1936-2011)	Mileva Marić-Einstein, 1875-1948 -	Trbuhović-Gjurić, Desanka
268522510	XIV, 164 S	164	Register␟Literaturverz			978-1-61942-164-6	Language material	2012		New York : Nova Science Publishers	eng		Realization of Einstein's machian program -	Berman, Marcelo Samuel
289162580	453 S	453	Originaltitel: Einstein and the generation of science. New Brunswick, 1982␟Bibliogr␟Einstein and the generations of science␟Trad. di␟Einstein and the generations of science			88-15-02809-9	Language material	1990		Bologna : Mulino	ita	Feuer, Lewis Samuel (1912-2002)	Einstein e la sua generazione - nascita e sviluppo di teorie scientifiche	
281421218	159 S	159	Register␟Literaturverz␟Einstein - la joie de la pensée	Biographie		3-473-51049-1	Language material	1995		Ravensburg : Ravensburger Buchverlag	ger	Balibar, Françoise	Einstein: die Leidenschaft des Denkens -	
33715046X	271 S	271	Register␟Literaturverz␟Albert Einstein and Erwin Schrodinger were friends and comrades-in-arms against what they considered the most preposterous aspects of quantum physics: its indeterminacy. Einstein famously quipped that God does not play dice with the universe, and Schrodinger is equally well known for his thought experiment about the cat in the box who ends up spread out in a probabilistic state, neither wholly alive nor wholly dead. Both of these famous images arose from these two men's dissatisfaction with quantum weirdness and with their assertion that underneath it all, there must be some essentially deterministic world. Even though it was Einstein's own theories that made quantum mechanics possible, both he and Schrodinger could not bear the idea that the universe was, at its most fundamental level, random. As the Second World War raged, both men struggled to produce a theory that would describe in full the universe's ultimate design, first as collaborators, then as competitors. They both ultimately failed in their search for a Grand Unified Theory--not only because quantum mechanics is true, but because Einstein and Schrodinger were also missing a key component: of the four forces we recognize today (gravity, electromagnetism, the weak force, and the strong force), only gravity and electromagnetism were known at the time. Despite their failures, though, much of modern physics remains focused on the search for a Grand Unified Theory. As Halpern explains, the recent discovery of the Higgs Boson makes the Standard Model--the closest thing we have to a unified theory--nearly complete. And while Einstein and Schrodinger tried and failed to explain everything in the cosmos through pure geometry, the development of string theory has, in its own quantum way, brought this idea back into vogue. As in so many things, even when he was wrong, Einstein couldn't help but be right			978-0-465-07571-3	Language material	2015		New York : Basic Books	eng		Einstein's dice and Schrödinger's cat - how two great minds battled quantum randomness to create a unified theory of physics	Halpern, Paul (1961-)
145395243	158 S	158					Language material	1955		Hamburg : Fischer	ger	Barnett, Lincoln	Einstein und das Universum -	
146304780	123 S	123					Language material	1920		New York : Harcourt, Brace Howe	eng	Slosson, Edwin E.	Easy lessons in Einstein - a discussion of the more intelligible features of the theory of relativity	
263496848	234 S	234	Die Briefe Albert Einsteins wurden in der polnischen Ausgabe im originalen Wortlaut deutsch zitiert␟Aus dem Polnischen übersetzt␟Szkice z przeszłosci	Briefsammlung		3-929395-42-8	Language material	1999			ger		Der Mann neben Einstein - ein Leben zwischen Raum und Zeit	Infeld, Leopold
197808808	1 Stadtplan	1	"Beilage zu: Albert Einstein: ""Jene glücklichen Berner Jahre"" / Ann M. Hentschel, Gerd Grasshoff, Bern: Stämpfli 2005"			3-9522882-3-3	Cartographic material	2005		Bern : Stämpfli	ger	Grasshoff, Gerd␟Hentschel, Ann M.␟Brodbeck, Andreas	Einstein-Pfad Bern - Stadtplan mit 88 Stationen, bebildert und beschrieben = city map with 88 sites, photos and descriptions	
304612707	300 p	300	"Bibliogr␟Roman historique␟""Mon fils est le seul problème qui demeure sans solution"", écrit Albert Einstein en exil. Eduard a vingt ans au début des années 1930 quand sa mère, Mileva, le conduit à l'asile. Le fils d'Einstein finira ses jours parmi les fous, délaissé de tous, dans le plus total dénuement. Trois destins s'entrecroisent dans ce roman, sur fond de tragédie du siècle et d'épopée d'un géant. Laurent Seksik dévoile un drame de l'intime où résonnent la douleur d'une mère, les faiblesses des grands hommes et la voix du fils oublié␟Mon fils est le seul problème qui demeure sans solution, écrit Albert Einstein en exil. Eduard a vingt ans au début des années 1930 quand sa mère, Mileva, le conduit à l'asile. Le fils d'Einstein finira ses jours parmi les fous, délaissé de tous, dans le plus total dénuement. Trois destins s'entrecroisent dans ce roman, sur fond de tragédie du siècle et d'épopée d'un géant. Laurent Seksik dévoile un drame de l'intime où résonnent la douleur d'une mère, les faiblesses des grands hommes et la voix du fils oublié.  Ecrivain et médecin, Laurent Seksik est l'auteur de six romans dont Les derniers jours de Stefan Zweig traduit dans quinze langues et qui a connu un grand succès␟Adultes"	Belletristische Darstellung␟Ausgabe␟Text		978-2-08-124857-1	Language material	2013		[Paris] : Flammarion	fre		Le cas Eduard Einstein - roman	Seksik, Laurent (1962-)
130841773	XI, 275 S	275	Was Einstein right?	Einführung		3-540-50577-6 (Springer Berlin)␟0-387-50577-6 (Springer New York)	Language material	1989		Berlin : Springer	ger		Und Einstein hatte doch recht -	Will, Clifford M. (1946-)
30538855X	538 S	538	Register␟Literaturverz	Lehrbuch		978-0-387-69199-2	Language material	2007		New York, NY : Springer	eng	Hervik, Sigbjørn	Einstein's general theory of relativity - with modern applications in cosmology	Grøn, Øyvind
191008869	S. 990-1003	990					Language material	1978		[S.l.] : [s.n.]	ger		Albert Schweitzer - Rebell, Kulturphilosoph, Friedenskämpfer, Universalmensch	Jungk, Robert (1913-1994)
261161059	205 S	205	Begleitband zur Jubiläumsveranstaltung 2005, Alte Kantonsschule Aarau␟Literaturverz	Online-Ressource␟Aufsatzsammlung		3-7643-7444-6	Language material	2005	Aarau	Basel : Birkhäuser	ger	Hunziker, Herbert	Der jugendliche Einstein und Aarau - Einsteins letztes Schuljahr, Relativität, Brownsche Bewegung, Lichtquanten und Astrophysik	
36876026X	2 Compact Discs (in 1 Behältnis) +	2	Begleittext: Textbuch, vollständig gedruckter Lesetext, Kommentar und Nachwort von Albert Bolliger␟Gelesen von Stefan Kaminski	Hörbuch␟CD␟Text␟Ausgabe		978-3-905721-82-9	Nonmusical sound recording	2015			ger		Stefan Kaminski liest Carl Einstein, Bebuquin - Buch und Hörbuch	Einstein, Carl
355958074	410 S	410	International conference proceedings␟Includes bibliographical references and index	Hochschulschrift␟Konferenzschrift		978-3-8440-3903-0␟3-8440-3903-1␟9783844039030	Language material	2015	Europa		ger		Von Maimonides bis Einstein - jüdische Gelehrte und Wissenschaftler in Europa	
280589611	1 DVD-Video (109 Min.)	1	"Sprachen: Deutsch, Englisch␟Originalproduktion: Deutschland, Südafrika 2009␟Bonusmaterial: Impressionen vom Dreh, Setrundgang mit Produktionsdesigner Tom Hannam, Interviews, Fotogalerie, Kinotrailer, Teaser-Trailer, TV-Spot␟Drehbuch: Gavin Millar, David Howard␟Jeroen Krabbé, Barbara Hershey, Judith Gordèche␟1949 - Albert Schweitzer ist dank seiner Philosophie der ""Ehrfurcht vor dem Leben"", die er in seinem Urwald-Hospital im afrikanischen Lambarene verwirklicht, einer der am meisten bewunderten Menschen der Welt. Als er zusammen mit seiner Frau Helene die Vereinigten Staaten besucht um mit Konzerten und Vorträgen Spenden für Lambarene zu sammeln, schlägt ihnen anfangs eine Welle der Sympathie und grosszügigen Unterstützung entgegen. Doch im Amerika des Kalten Krieges und der McCarthy-Ära tauchen zunehmend Feindseligkeiten gegen Albert Schweitzer auf. Schweitzer ist mit Albert Einstein befreundet, der ihn bittet ihn in seinem Kampf gegen die Atomgefahr zu unterstützen. Für den US-Geheimdienst wäre dies ein Angriff auf die Politik der westlichen Welt. Deshalb soll eine gezielt lancierte Verleumdungskampagne das Lebenswerk von Albert Schweitzer in Misskredit bringen. Schweitzer muss umgehend nach Afrika zurückkehren: Seinem Krankenhaus droht urplötzlich die Schliessung durch die sogenannte Übergangsregierung dort und Sabotageakte gefährden die Versorgung der Kranken. Unterstützt von seinen Ärzten und getragen von der Liebe seiner Patienten nimmt Schweitzer den Kampf zur Rettung von Lambarene auf. Doch während der Druck auf seine Person wächst, wird Schweitzer zunehmend klar, dass er Einstein und alle anderen Wissenschaftler, die sich mit ihrem Engagement in Gefahr bringen, nicht im Stich lassen kann und will. In seinem Ringen um die Verantwortung für Lambarene einerseits und die Verpflichtung, die Welt vor einer der grössten Gefahren zu warnen andererseits, entscheidet sich Schweitzer schliesslich dafür, seine Stimme gegen die Atomgefahr und für die ""Ehrfurcht vor dem Leben"" zu erheben - und bringt somit Lambarene, sein Lebenswerk, endgültig in Gefahr. Doch im letzten Moment, als die Räumung des Krankenhauses bereits ihren Anfang nimmt, erfährt Schweitzer in seiner schwärzesten Stunde ungeahnten Beistand. (Quelle: CeDe)␟Ländercode: 2."	DVD-Video		5051890012760	Projected medium	2010	Lambaréné	Hamburg : Warner Home Video	ger	Millar, Gavin␟Thies, Alexander␟Howard, David␟Krabbé, Jeroen␟Hershey, Barbara␟Gordèche, Judith	Albert Schweitzer - ein Leben für Afrika	
266307973	93 p	93	Includes bibliographical references	Briefsammlung 1948-1955␟Briefsammlung		978-88-7016-845-7␟88-7016-845-X	Language material	2011		Torino : Claudiana	ita	Einstein, Albert (1879-1955)␟Guglielmi Manzoni, Alberto	Pace e pericolo atomico - le lettere tra Albert Schweitzer e Albert Einstein	Schweitzer, Albert (1875-1965)
280594062	367 S	367	Register␟Literaturverz	Biographie␟Biografie		978-3-406-59127-3	Language material	2010	Deutschland␟Lambaréné (Gabon)	München : Beck	ger	Oermann, Nils Ole	Albert Schweitzer - 1875 - 1965 : eine Biographie	
289357152	367 p	367		Biographie␟Biografie		978-3-406-59127-3	Language material	2010			ger		Albert Schweitzer - 1875-1965 : eine Biographie	Oermann, Nils Ole (1973-)
280593953	367 S	367	Literaturverz. S. 353 - 361␟Literaturverz. S. 353 - 361	Biographie␟Biografie		978-3-406-59127-3	Language material	2009		München : Beck	ger		Albert Schweitzer - 1875 - 1965 ; eine Biographie	Oermann, Nils Ole
295086025	255 p	255					Language material	1922		Milano : Ulrico Hoepli	ita	Contu, Rafaele	La prima conoscenza della relatività dell'Einstein accessibile a tutti -	Schmidt, Harry
160790220	324 S	324				1-58603-462-6	Language material	2005		Amsterdam : IOS Press	eng	Mamone Capria, Marco	Physics before and after Einstein -	
275215652	175 p	175	Indice␟Bibliogr			88-392-0445-8	Language material	1998		Urbino : Edizioni Quattro venti	ita		Bergson, Einstein e il tempo - la filosofia della durata bergsoniana nel dibattito sulla teoria della relatività	Taroni, Paolo
185477690	155 S	155	Uncle Albert and the quantum quest			3-596-80104-4	Language material	1995		Frankfurt am Main : Fischer-Taschenbuch-Verl	ger	Stannard, Russell␟Günther, Ulli␟Levers, John	Onkel Albert und die kleinsten Teilchen - ein neues Abenteuer um Einstein und seine Theorie	
363827226	1 Bd	1	[Diffusé en Suisse par l'Office de publicité, S.C. 36. rue Neuve. Bruxelles]				Language material	1948			eng		The relativity theories of Einstein - untenable - a critic in popular form	Ideström, Axel
361212542	132 pages	132	Conférences prononcées lors du colloque organisé par l'A.C.S.I.R. (Association culturelle et sociale israélite de Reims) le 22 novembre 2015 à Reims␟Notes bibliographiques	Konferenzschrift		978-2-9540977-5-6␟2-9540977-5-2␟9782954097756	Language material	2015			fre	Unterberger, Julianne (1935-) [Herausgeber]␟Association culturelle et sociale israélite de Reims, [Veranstalter]	Einstein, Freud, Kafka et Chagall - de nouveaux regards sur le monde	
297119036	144 p	144	Trad. de : Zur Einsteinschen Relativitätstheorie␟Zur Einsteinschen Relativitätstheorie␟labcud TVA 20359/8␟3			2-204-06276-6	Language material	2000		Paris : Cerf	fre	Cassirer, Ernst (1874-1945)	La théorie de la relativité d'Einstein - éléments pour une théorie de la connaissance	
275233561	208 S	208	Literaturangaben	Biographie		3-406-33002-9	Language material	1988			ger		Das Weltbild Albert Einsteins -	Kanitscheider, Bernulf
28142294X	232 S	232		Einführung		3-7614-1134-0	Language material	1993			ger		Einstein und die schwarzen Löcher -	Heinrichs, Georg
275851796	XXI, 178 S	178	Includes index␟Sie irren, Einstein!	Einführung		978-981-4324-99-1	Language material	2011		New Jersey [etc.] : World Scientific Publishing Company	eng	Fritzsch, Harald (1943-)	You are wrong, Mr. Einstein! - Newton, Einstein, Heisenberg and Feynman discussing quantum mechanics	Fritzsch, Harald (1943-)
283985631	127 S	127	Bibliogr. p. 125-127␟1900136958␟dea␟ps␟NB002-2003␟nt			2-13-038717-9	Language material	1984		Paris : Presses Universitaires de France	fre		Galilée, Newton lus par Einstein - espace et relativité	Balibar, Françoise
280580991	xvii, 345 p	345	Includes bibliographical references (p. [339]-341) and index	Zeitung		0-8018-8457-8␟978-0-8018-8457-3	Language material	2006	USA␟United States␟USA	Baltimore : Johns Hopkins University Press	eng	Illy, József	Albert meets America - how journalists treated genius during Einstein's 1921 travels	
128391839	VI, 487 p	487				3-540-09992-1␟0-387-09992-1	Language material	1980		Berlin a.o : Springer	eng	Edwards, Cyril␟Einstein, Albert (1879-1955)␟Einstein Centenary Summer School, ((1979)	Gravitational radiation, collapsed objects and exact solutions - proceedings of the Einstein centenary summer school; Perth, January 1979	
128362618	326 p	326				0-85226-720-7	Language material	1980		New Delhi a.o : Wiley Eastern	eng	Prasanna, A.R.␟Einstein, Albert (1879-1955)␟Einstein Centenary Symposium, ((1979)	Gravitation, quanta and the universe - proceedings of the Einstein centenary symposium; Ahmedabad, 29 January-3 February 1979	
193124769	213 S	213	"Die Originalausgabe erschien unter dem Titel ""The love letters"" 1992 bei Princeton University Press, Princeton, New Jersey"			3-492-03644-9	Language material	1998		München : Piper	ger	Renn, Jürgen␟Hermann, Armin (1933-)␟Einstein-Marić, Mileva (1875-1948)	Am Sonntag küss'ich dich mündlich - die Liebesbriefe 1897-1903	Einstein, Albert (1879-1955)
198332912	Online-Ressource					3-540-09992-1␟0-387-09992-1␟978-3-540-39290-3 (ebook)␟10.1007/3-540-09992-1	Language material	1980		Berlin a.o : Springer	eng	Edwards, Cyril␟Einstein, Albert (1879-1955)␟Einstein Centenary Summer School, ((1979)	Gravitational radiation, collapsed objects and exact solutions - proceedings of the Einstein centenary summer school; Perth, January 1979	
304232718	283 S	283					Language material	1955		Stuttgart : Günther	ger	Vallentin, Antonina	Das Drama Albert Einsteins - eine Biographie	
198474830	Online-Ressource		Includes bibliographical references and indexes			0-7923-6909-2␟0-306-47134-5 (online)␟10.1007/0-306-47134-5	Language material	2001		Dordrecht : Kluwer Academic Publishers	eng		Beyond the Einstein addition law and its gyroscopic Thomas precession - the theory of gyrogroups and gyrovector spaces	Ungar, Abraham Albert
366460692	1 Online-Ressource	1				978-2-7598-0224-1	Language material	2014			fre	Einstein, Albert (1879-1955)␟Cohen-Tannoudji, Claude (1933-)	Comment Einstein a changé le monde -	Boudenot, Jean-Claude [Verfasser]
300019327	187 p	187	Liste des noms cités␟Liste des prix Nobel de physique de 1901 à 2004, p. 181-186␟Bibliogr␟Index	Études diverses		2-86883-763-8	Language material	2005		Les Ulis : EDP Sciences	fre	Cohen-Tannoudji, Claude	Comment Einstein à changé le monde -	Boudenot, Jean-Claude
281422060	382 p	382	Einstein and the generations of science␟Trad. de␟Einstein and the generations of science␟1900162934␟dea␟ps␟NB070-2003␟nt			2-87027-023-2	Language material	1978			fre	Alexandre, Paul (1917-2005)	Einstein et le conflit des générations -	Feuer, Lewis Samuel
259215406	411 S	411	Zielpublikum: Kinder und Jugendliche␟Kinder- und Jugendliteraturpreise: Buch des Monats der Akademie Volkach März 2003 (Jugendbuch)␟Mijnheer Albert	Belletristische Darstellung␟Jugendbuch		3-8067-4977-9	Language material	2003			ger		Der Herr Albert - ein Roman über Einsteins Gedankenexperimente	Vermeulen, Frank
129357464	52 p	52	SA aus: Reviews of modern physics, vol.51, no.4, pp.863-914␟[Autogr.des Verfassers]				Language material	1979		New York : American physical Society	eng	Pais, Abraham (1918-2000)	Einstein and the quantum theory -	
366452843	1 Online-Ressource	1				978-0-465-04065-0	Language material	2015			eng		Einstein's dice and Schrödinger's cat - how two great minds battled quantum randomness to create a unified theory of physics	Halpern, Paul [Verfasser]
281422621	XIV, 319 S	319	Register␟Includes bibliographical references and index␟Croire et connaître			978-1-59947-247-8	Language material	2010		West Conshohocken, PA : Templeton	eng	Jaeger, Lydia	Einstein, Polanyi, and the laws of nature -	Jaeger, Lydia
292757468	28 S	28	1900331329␟dea␟ps␟NB068-2001␟nt				Language material	1960		Göttingen Berlin Frankfurt : Musterschmidt	ger	Weizsäcker, Carl Friedrich von (1912-2007)	Ansprache bei der Einstein-Feier in Ulm -	Pfizer, Theodor (1904-1992)
335835139	1 Band	1	1. Aufl.: New York : Basic Books, 1974␟Includes bibliographical references and index			0-87855-899-3 (pbk.) : 12.95␟978-0-87855-899-5 (pbk.)	Language material	1982		New Brunswick, N.J : Transaction Books	eng		Einstein and the generations of science -	Feuer, Lewis Samuel (1912-2002)
171495713	372 S	372	Habil. Univ. Bern, 2008				Language material	2008		Bern	eng	Sauer, Tilman	The adventure of studying Einstein's scientific papers - Investigations into the workings of a creative mind in its historical context	
281422273	VIII, 88 p	88	Bibliogr.: p. 56-81␟1900386114␟dea␟ps␟NB018-2003␟nt			90-277-0440-6	Language material	1974		Dordrecht Boston : D. Reidel	eng		Einstein, Hilbert and the theory of gravitation - Historical origins of general relativity theory	Mehra, Jagdish
495203602	XXII, 332 Seiten	332	Includes bibliographical references and index			978-0-8156-1062-5␟0-8156-1062-9␟978-0-8156-1085-4␟0-8156-1085-8	Language material	2017			eng		Einstein's pacifism and World War I -	Holmes, Virginia Iris [Verfasser]
272066176	107 Bl	107	Thèse Université de Paris	Hochschulschrift			Language material	1961		Paris	fre		Sur quelques interprétations physiques et théoriques des équations du champ unitaire d'Einstein-Schrodinger - theorie des distributions et étude des propagateurs sur une variété riemannienne	Crumeyrolle, Albert (1919-1992)
127686460	var.pag						Language material	1979		Calcutta	eng	"Einstein, Albert (1879-1955)␟Birla Industrial and Technological Museum,␟Exhibition on ""Einstein - his Life & Works"", ((1979)"	"Exhibition on ""Einstein - his life & works"" - Calcutta, (17th Jan-28th Febr.1979)"	
137430019	41 S	41					Language material	1960		London : [s.n.]	eng		Albert Einstein, 14th March 1879 (Ulm)-18th April 1955 (Princeton, N.J.) - a bibliography of his scientific papers, 1901-1954	Weill, Ernst
281422397	264 S	264	Literaturangaben			90-242-7583-0	Language material	1988		Kampen : Kok Agora	ger		Einstein, Jung en de relativiteit van God -	Erkelens, Herbert van
281421838	XVII, 349 S	349	Literaturverz␟Index			0-521-48220-8␟0-521-48428-6	Language material	1996			eng		Einstein, Bohr and the quantum dilemma -	Whitaker, Andrew
483680613	144 S	144	Rücken- und Umschlagtitel: Einstein␟physicien, relativité, gravitation, bombe atomique␟EINSTEIN, Albert, physicien allemand, 1879-1955, PHYSIQUE, ARME NUCLEAIRE, RELATIVITE␟En 1905, un jeune homme du nom d'Albert Einstein publie trois articles sur un sujet totalement nouveau : la relativité restreinte. E = MC2, une équation qui deviendra célèbre␟Enfants (9-12 ans)␟labcud TVA 92842␟2			2-07-053220-8	Language material	1993		[Paris] : Gallimard	fre		Einstein - la joie de la pensée -	Balibar, Françoise
491078579	258 S	258	Cop.: Center for Einstein Studies␟Register␟Literaturverz	Aufsatzsammlung␟Biographie␟Biografie 1879-1909		0-8176-4030-4␟3-7643-4030-4	Language material	2000			eng	Howard, Don	Einstein - the formative years, 1879-1909 -	
195394674	2 DVD-Video (120 Min.)	2	DVD 1␟Der Photoeffekt␟Der Äther␟Die Sonne␟Das schwarze Loch␟DVD 2␟Die Gravitationslinien␟Die Kosmologie␟Die Relativische Fahrradfahrt␟Einstein heute			978-3-8312-9472-5 (DVD 1)␟978-3-8312-9473-2 (DVD 2)	Projected medium	2007		Grünwald : Komplett-Media	ger	Lesch, Harald (1960-)␟Bayerischer Rundfunk,	Die Physik Albert Einsteins -	
270240284	XIV, 107 S	107	Literaturangaben			0-7073-0449-0	Language material	1986			eng		Science and theology in Einstein's perspective -	Paul, Iain
280625979	318 S	318	"siehe auch: Doch an Einstein führt kein Weg vorbei␟""Erweiterung der 1988 erschienenen Erstauflage, die in diesem Band im Original/Faksimile übernommen und eingefügt worden ist"""	Biographie		3-924256-73-X (kart.)	Language material	1997		Hohenwestedt : Broschat	ger	Geruhn, Siegfried	Doch an Einstein führt kein Weg vorbei - das wichtigste Werk der Vergangenheitsbewältigung in der Wissenschaftsgeschichte	
29873155X	125 S	125	Originaltitel: Reality and scientific truth. Detroit, Michigan, cop. 1981␟Gesamttitelnumerierung aus Verlagsprospekt␟Reality and scientific truth	Aufsatzsammlung␟Biographie␟Briefsammlung		3-528-08970-9	Language material	1988			ger		Begegnungen mit Einstein, von Laue und Planck - Realität und wissenschaftliche Wahrheit	Rosenthal-Schneider, Ilse
333334124	145 S	145	Includes bibliographical references and index	Einführung		978-0-415-72345-9␟0-415-72345-0␟978-0-415-72346-6␟0-415-72346-9	Language material	2015			eng		"The Routledge guidebook to Einstein's ""Relativity"" -"	Trefil, James S. (1938-)
28142215X	xviii, 363 p., [16] p. of plates	363	Includes bibliographical references (p. 311-340) and index	Aufsatzsammlung		0-691-13520-7␟978-0-691-13520-5	Language material	2008			eng	Galison, Peter (1955-)	Einstein for the 21st century - his legacy in science, art, and modern culture	
281421927	XIV, 295 S	295	Register␟Einstein, history, and other passions			3-528-06906-6	Language material	1998		Braunschweig Wiesbaden : Vieweg	ger	Holton, Gerald James (1922-)␟Sengerling, Rainer	Einstein, die Geschichte und andere Leidenschaften - der Kampf gegen die Wissenschaft am Ende des 20. Jahrhunderts	Holton, Gerald James (1922-)
129526436	250 p	250				2-85620-207-1	Language material	1984		Paris : Editions Mengès	fre	Griblin, Jean-François	Histoire d'un enfant attardé ou la vie d'Albert Einstein -	
165348119	112 S	112	"Includes bibliographical references (p. 109) and index␟""A biography of Albert Einstein, with profiles of two prominent individuals, who are associated through the influences they had on one another, the successes they achieved, or the goals they worked toward. Includes recommended readings and web sites""--Provided by publisher"			978-0-7166-1825-6␟0-7166-1825-7	Language material	2007		Chicago : World Book Inc	eng	World Book Inc.,	Albert Einstein with profiles of Isaac Newton and J. Robert Oppenheimer -	Pasachoff, Naomi E.
19953120X	13 S	13	In: Jammer, Max: Das Problem des Raumes. Die Entwicklung der Raumtheorien, S. 13-17 und S. 126-133 [Kapittelauszug]				Language material	1980		Darmstadt : Wiss. Buchgesellschaft	ger	Jammer, Max	[Vorwort von Albert Einstein und der Begriff des Raumes bei Leibniz] -	
295603712	2 Bde	2	Kopftitel: Albert Einstein 1879-1979␟Astrofisica e cosmologia gravitazione, quanti e relatività negli sviluppi del pensiero scientifico di Albert Einstein			0-384-14090-4␟0-384-14091-2	Language material	1979			eng	De Finis, Francesco	Relativity, quanta, and cosmology in the development of the scientific thought of Albert Einstein -	
29698907X	99 S	99	Sonderheft: Berichte und Mitteilungen der Max-Planck-Gesellschaft␟1900830827␟dea␟ps␟NB108-2003␟nt␟1901417765␟dea␟ps␟NB108-2003␟nt			3-8047-0594-4	Language material	1979		Stuttgart : Wissenschaftliche Verlagsgesellschaft	ger	Einstein, Albert (1879-1955)␟Hahn, Otto (1879-1968)␟Meitner, Lise (1878-1968)␟Laue, Max von (1879-1960)␟Lüst, Reimar (1923-)␟Max-Planck-Gesellschaft zur Förderung der Wissenschaften,	Feier der 100.Geburtstage von Albert Einstein - Otto Hahn - Lise Meitner - Max von Laue -	
374067457	1 Online-Ressource (97 Seiten)	1	Studiengang Sonderpädagogik␟Masterarbeit␟Interkantonale Hochschule für Heilpädagogik␟2016	Hochschulschrift			Language material	2016			ger	Mohr, Lars (1976-) [Akademischer Betreuer]	"""Ich habe an Albert Einstein gedacht, dann war ich nicht mehr so nervös."" - Veränderung in der Beschreibung ausgewählter Aspekte des Selbstkonzepts durch ein Selbstmanagement-Training auf der Grundlage des Zürcher Ressourcen Modells"	Racince, Florence [Verfasser]
357058062	XV, 229 S	229	Register␟Literaturverz			978-0-8129-9898-6	Language material	2015		New York : Random House	eng		The hunt for Vulcan ... and how Albert Einstein destroyed a planet - discovered relativity, and deciphered the universe	Levenson, Thomas (1958-)
281421862	414 S	414	Includes bibliographical references (pages 331-406) and index␟S'appuyant sur de très nombreux documents inédits, et notamment sur les archives Einstein de Jérusalem, Simon Veille, dans cet ouvrage rigoureux et informé, éclaire d'un jour nouveau la personnalité de ce célèbre savant. Einstein ne fut pas seulement un physicien de génie, mais aussi un acteur des événements de son siècle. (payot.ch)␟Adultes	Biografie		978-2-84952-202-8␟2-84952-202-3	Language material	2013			fre		Einstein dans la tragédie du XXe siècle - antisémitisme, Shoah, sionisme	Veille, Simon
339778512	104 S	104	Literaturverz	Biographie␟Romanhafte Biographien		978-3-945543-02-3	Language material	2015		München : E. Sandmann	ger		Wie sich Mileva Einstein Alberts Nobelpreisgeld sicherte -	Kilg-Meyer, Anne-Kathrin (1962-)
138294674	377 S	377	andere Ausgabe: Ideas and opinions				Language material	1954		New York : Crown	eng	Bargmann, Sonja␟Einstein, Albert (1879-1955)␟Seelig, Carl (1894-1962)	Ideas and opinions -	Einstein, Albert (1879-1955)
138415943	377 S	377	"andere Ausgabe: Ideas and opinions␟""Bonanza paperback edition"""				Language material	1959		New York : Crown	eng	Bargmann, Sonja␟Einstein, Albert (1879-1955)␟Einstein, Albert (1879-1955)␟Seelig, Carl (1894-1962)	Ideas and opinions -	
